ecoregion1,ecoregion2,jaccard
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Cerrado,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Serra Do Mar Coastal Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Cordillera Oriental Montane Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Eastern Guinean Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Ural Montane Forests And Tundra,0.058823529411764705
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Alps Conifer And Mixed Forests,0.05263157894736842
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Gulf Of Alaska Mountains And Fjordlands,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Sayan Montane Conifer Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Selenge-Orkhon Forest Steppe,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Cauca Valley Montane Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Great Central Valley,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Arizona-New Mexico Mountains,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Southern Rocky Mountains,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Boreal Shield,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Great Lakes,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Valdivian Temperate Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Tocantins/Pindare Moist Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Northwestern Himalayan Alpine Shrub And Meadows,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Tian Shan Montane Conifer Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Kazakh Forest Steppe,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Santa Marta Páramo,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Santa Marta Montane Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Humid Chaco,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Southern Andean Yungas,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Alto Paraná Atlantic Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Bolivian Montane Dry Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Purus-Madeira Moist Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Araucaria Moist Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Southwest Amazon Moist Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Bahia Coastal Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Northwest Iberian Montane Forests,0.07352941176470588
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Central American Montane Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Japurá-Solimoes-Negro Moist Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Beringian Tundra,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Prairie-Forest Border,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Gulf Coast Prairies And Marshes,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Canadian Rocky Mountains,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Northwestern Andean Montane Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Central Appalachian Forest,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Lower New England / Northern Piedmont,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Bahia Interior Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Caatinga,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Atlantic Coast Restingas,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,English Lowlands Beech Forests,0.06451612903225806
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Northern Acacia-Commiphora Bushlands And Thickets,0.03571428571428571
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Scandinavian And Russian Taiga,0.029411764705882353
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Honshu Alpine Conifer Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Mediterranean Conifer And Mixed Forests,0.046511627906976744
Aegean And Western Turkey Sclerophyllous And Mixed Forests,S.E. Alaska - B.C. Coastal Forest And Mountains,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Alaska-Yukon Arctic,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Bristol Bay Basin,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Kamchatka-Kurile Meadows And Sparse Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,St. Lawrence - Champlain Valley,0.027777777777777776
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Cook Inlet Basin,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Chocó-Darién Moist Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Pyrenees Conifer And Mixed Forests,0.09090909090909091
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Okanagan,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Montane Cordillera,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Boreal Plains,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Mediterranean Acacia-Argania Dry Woodlands And Succulent Thickets,0.03333333333333333
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Madagascar Subhumid Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Patagonian Steppe,0.013157894736842105
Aegean And Western Turkey Sclerophyllous And Mixed Forests,High Allegheny Plateau,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Tumbes-Piura Dry Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Northern Tallgrass Prairie,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,North Atlantic Coast,0.041666666666666664
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Central Andean Dry Puna,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,South Atlantic Coastal Plain,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,California North Coast,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Central American Atlantic Moist Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Magdalena Valley Montane Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Superior Mixed Forest,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Northern Appalachian / Acadian,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Boreal Cordillera,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Taiga Plains,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,North Cascades,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Mediterranean Woodlands And Forests,0.04819277108433735
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Cantabrian Mixed Forests,0.07142857142857142
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Caucasus Mixed Forests,0.047619047619047616
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Crimean Submediterranean Forest Complex,0.08823529411764706
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Peninsular Malaysian Rain Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Oaxacan Montane Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Negro-Branco Moist Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Iberian Conifer Forests,0.075
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Chiquitano Dry Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Kimberly Tropical Savanna,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Northern Andean Páramo,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,East Cascades - Modoc Plateau,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Atlantic Dry Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Lowland Fynbos And Renosterveld,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Euxine-Colchic Broadleaf Forests,0.047619047619047616
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Northeastern Spain And Southern France Mediterranean Forests,0.11538461538461539
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Carpathian Montane Forests,0.13793103448275862
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Saharan Halophytics,0.07407407407407407
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Northern New Guinea Lowland Rain And Freshwater Swamp Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Central Range Montane Rain Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Islas Revillagigedo Dry Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Uatuma-Trombetas Moist Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Southern Atlantic Mangroves,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Espinal,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Louisiade Archipelago Rain Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Eastern Australian Temperate Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Galápagos Islands Scrubland Mosaic,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Southern Andean Steppe,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Cape Verde Islands Dry Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Nansei Islands Subtropical Evergreen Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Taiheiyo Evergreen Forests,0.11538461538461539
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Taiheiyo Montane Deciduous Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Po Basin Mixed Forests,0.030303030303030304
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Llanos,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Purus Varzeá,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Mato Grosso Seasonal Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Atacama Desert,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Western Ecuador Moist Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Magellanic Subpolar Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Canary Islands Dry Woodlands And Forests,0.01020408163265306
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Sakhalin Island Taiga,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Huon Peninsula Montane Rain Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Napo Moist Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Comoros Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,California Central Coast,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Marquesas Tropical Moist Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Northland Temperate Kauri Forests,0.029411764705882353
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Central Shortgrass Prairie,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Humid Pampas,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Ozarks,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Northwestern Thorn Scrub Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Florida Peninsula,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Nihonkai Evergreen Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,North Saharan Steppe And Woodlands,0.10714285714285714
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Cantebury-Otago Tussock Grasslands,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Richmond Temperate Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,North Island Temperate Forests,0.045454545454545456
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Anatolian Conifer And Deciduous Mixed Forests,0.25
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Eastern Anatolian Montane Steppe,0.10344827586206896
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Mediterranean Dry Woodlands And Steppe,0.1
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Central Anatolian Steppe,0.05263157894736842
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Miskito Pine Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Mindoro Rain Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Madeira Evergreen Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Albertine Rift Montane Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,East European Forest Steppe,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Rakiura Island Temperate Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,South Island Temperate Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Antipodes Subantarctic Islands Tundra,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Central Range Sub-Alpine Grasslands,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Dry Chaco,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Marajó Varzeá,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Sahara Desert,0.15789473684210525
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Central Deccan Plateau Dry Deciduous Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Ecuadorian Dry Forests,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Nile Delta Flooded Savanna,0.1
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Columbia Plateau,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Bolivian Yungas,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Lake Chad Flooded Savanna,0.047619047619047616
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Southern Anatolian Montane Conifer And Deciduous Forests,0.1
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Northern Anatolian Conifer And Deciduous Forests,0.05555555555555555
Aegean And Western Turkey Sclerophyllous And Mixed Forests,East Siberian Taiga,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Central Andean Puna,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Ruwenzori-Virunga Montane Moorlands,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Arabian Desert And East Sahero-Arabian Xeric Shrublands,0.05555555555555555
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Aspen Parkland,0.05555555555555555
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Sahelian Acacia Savanna,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Gissaro-Alai Open Woodlands,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,High Monte,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Apache Highlands,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Alaska Peninsula,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Socotra Island Xeric Shrublands,0
Aegean And Western Turkey Sclerophyllous And Mixed Forests,Talamancan Montane Forests,0
Zambezian And Mopane Woodlands,Madeira-Tapajós Moist Forests,0
Zambezian And Mopane Woodlands,Tapajós-Xingu Moist Forests,0
Zambezian And Mopane Woodlands,Cross-Sanaga-Bioko Coastal Forests,0
Zambezian And Mopane Woodlands,Southwest Iberian Mediterranean Sclerophyllous And Mixed Forests,0.017421602787456445
Zambezian And Mopane Woodlands,Scandinavian Montane Birch Forest And Grasslands,0.024390243902439025
Zambezian And Mopane Woodlands,Central Mixed-Grass Prairie,0
Zambezian And Mopane Woodlands,Uruguayan Savanna,0.015384615384615385
Zambezian And Mopane Woodlands,Pernambuco Interior Forests,0
Zambezian And Mopane Woodlands,Tyrrhenian-Adriatic Sclerophyllous And Mixed Forests,0
Zambezian And Mopane Woodlands,Yunnan Plateau Subtropical Evergreen Forests,0
Zambezian And Mopane Woodlands,Northern Triangle Subtropical Forests,0
Zambezian And Mopane Woodlands,Hainan Island Monsoon Rain Forests,0
Zambezian And Mopane Woodlands,South Western Ghats Montane Rain Forests,0.014285714285714285
Zambezian And Mopane Woodlands,South Western Ghats Moist Deciduous Forests,0
Zambezian And Mopane Woodlands,Trans-Mexican Volcanic Belt Pine-Oak Forests,0.01818181818181818
Zambezian And Mopane Woodlands,Northwestern Congolian Lowland Forests,0
Zambezian And Mopane Woodlands,Changjiang Plain Evergreen Forests,0.02631578947368421
Zambezian And Mopane Woodlands,Guizhou Plateau Broadleaf And Mixed Forests,0
Zambezian And Mopane Woodlands,Pantanal,0.014705882352941176
Zambezian And Mopane Woodlands,Chihuahuan Desert,0
Zambezian And Mopane Woodlands,Interior Alaska Taiga,0
Zambezian And Mopane Woodlands,Chilean Matorral,0
Zambezian And Mopane Woodlands,Cordillera Central Páramo,0
Zambezian And Mopane Woodlands,Ucayali Moist Forests,0
Zambezian And Mopane Woodlands,Central Andean Wet Puna,0
Zambezian And Mopane Woodlands,Marañón Dry Forests,0
Zambezian And Mopane Woodlands,Sechura Desert,0
Zambezian And Mopane Woodlands,Cerrado,0.011299435028248588
Zambezian And Mopane Woodlands,Serra Do Mar Coastal Forests,0
Zambezian And Mopane Woodlands,Cordillera Oriental Montane Forests,0
Zambezian And Mopane Woodlands,Eastern Guinean Forests,0
Zambezian And Mopane Woodlands,Ural Montane Forests And Tundra,0.022222222222222223
Zambezian And Mopane Woodlands,Alps Conifer And Mixed Forests,0.02040816326530612
Zambezian And Mopane Woodlands,Gulf Of Alaska Mountains And Fjordlands,0
Zambezian And Mopane Woodlands,Sayan Montane Conifer Forests,0
Zambezian And Mopane Woodlands,Selenge-Orkhon Forest Steppe,0.02702702702702703
Zambezian And Mopane Woodlands,Cauca Valley Montane Forests,0
Zambezian And Mopane Woodlands,Great Central Valley,0.012987012987012988
Zambezian And Mopane Woodlands,Arizona-New Mexico Mountains,0
Zambezian And Mopane Woodlands,Southern Rocky Mountains,0
Zambezian And Mopane Woodlands,Boreal Shield,0
Zambezian And Mopane Woodlands,Great Lakes,0
Zambezian And Mopane Woodlands,Valdivian Temperate Forests,0
Zambezian And Mopane Woodlands,Tocantins/Pindare Moist Forests,0.013157894736842105
Zambezian And Mopane Woodlands,Northwestern Himalayan Alpine Shrub And Meadows,0
Zambezian And Mopane Woodlands,Tian Shan Montane Conifer Forests,0
Zambezian And Mopane Woodlands,Kazakh Forest Steppe,0.027777777777777776
Zambezian And Mopane Woodlands,Santa Marta Páramo,0
Zambezian And Mopane Woodlands,Santa Marta Montane Forests,0
Zambezian And Mopane Woodlands,Humid Chaco,0
Zambezian And Mopane Woodlands,Southern Andean Yungas,0
Zambezian And Mopane Woodlands,Alto Paraná Atlantic Forests,0
Zambezian And Mopane Woodlands,Bolivian Montane Dry Forests,0
Zambezian And Mopane Woodlands,Purus-Madeira Moist Forests,0.009433962264150943
Zambezian And Mopane Woodlands,Araucaria Moist Forests,0
Zambezian And Mopane Woodlands,Southwest Amazon Moist Forests,0
Zambezian And Mopane Woodlands,Bahia Coastal Forests,0.013513513513513514
Zambezian And Mopane Woodlands,Northwest Iberian Montane Forests,0.024691358024691357
Zambezian And Mopane Woodlands,Central American Montane Forests,0
Zambezian And Mopane Woodlands,Japurá-Solimoes-Negro Moist Forests,0
Zambezian And Mopane Woodlands,Beringian Tundra,0
Zambezian And Mopane Woodlands,Prairie-Forest Border,0
Zambezian And Mopane Woodlands,Gulf Coast Prairies And Marshes,0.010752688172043012
Zambezian And Mopane Woodlands,Canadian Rocky Mountains,0
Zambezian And Mopane Woodlands,Northwestern Andean Montane Forests,0
Zambezian And Mopane Woodlands,Central Appalachian Forest,0
Zambezian And Mopane Woodlands,Lower New England / Northern Piedmont,0
Zambezian And Mopane Woodlands,Bahia Interior Forests,0.005649717514124294
Zambezian And Mopane Woodlands,Caatinga,0
Zambezian And Mopane Woodlands,Atlantic Coast Restingas,0
Zambezian And Mopane Woodlands,English Lowlands Beech Forests,0
Zambezian And Mopane Woodlands,Northern Acacia-Commiphora Bushlands And Thickets,0.02631578947368421
Zambezian And Mopane Woodlands,Scandinavian And Russian Taiga,0.022727272727272728
Zambezian And Mopane Woodlands,Honshu Alpine Conifer Forests,0.017241379310344827
Zambezian And Mopane Woodlands,Mediterranean Conifer And Mixed Forests,0
Zambezian And Mopane Woodlands,S.E. Alaska - B.C. Coastal Forest And Mountains,0
Zambezian And Mopane Woodlands,Alaska-Yukon Arctic,0
Zambezian And Mopane Woodlands,Bristol Bay Basin,0
Zambezian And Mopane Woodlands,Kamchatka-Kurile Meadows And Sparse Forests,0
Zambezian And Mopane Woodlands,St. Lawrence - Champlain Valley,0
Zambezian And Mopane Woodlands,Cook Inlet Basin,0
Zambezian And Mopane Woodlands,Chocó-Darién Moist Forests,0
Zambezian And Mopane Woodlands,Pyrenees Conifer And Mixed Forests,0
Zambezian And Mopane Woodlands,Okanagan,0
Zambezian And Mopane Woodlands,Montane Cordillera,0
Zambezian And Mopane Woodlands,Boreal Plains,0
Zambezian And Mopane Woodlands,Mediterranean Acacia-Argania Dry Woodlands And Succulent Thickets,0
Zambezian And Mopane Woodlands,Madagascar Subhumid Forests,0.03125
Zambezian And Mopane Woodlands,Patagonian Steppe,0
Zambezian And Mopane Woodlands,High Allegheny Plateau,0
Zambezian And Mopane Woodlands,Tumbes-Piura Dry Forests,0
Zambezian And Mopane Woodlands,Northern Tallgrass Prairie,0
Zambezian And Mopane Woodlands,North Atlantic Coast,0
Zambezian And Mopane Woodlands,Central Andean Dry Puna,0
Zambezian And Mopane Woodlands,South Atlantic Coastal Plain,0
Zambezian And Mopane Woodlands,California North Coast,0
Zambezian And Mopane Woodlands,Central American Atlantic Moist Forests,0
Zambezian And Mopane Woodlands,Magdalena Valley Montane Forests,0
Zambezian And Mopane Woodlands,Superior Mixed Forest,0
Zambezian And Mopane Woodlands,Northern Appalachian / Acadian,0
Zambezian And Mopane Woodlands,Boreal Cordillera,0
Zambezian And Mopane Woodlands,Taiga Plains,0
Zambezian And Mopane Woodlands,North Cascades,0
Zambezian And Mopane Woodlands,Mediterranean Woodlands And Forests,0.021052631578947368
Zambezian And Mopane Woodlands,Cantabrian Mixed Forests,0.018518518518518517
Zambezian And Mopane Woodlands,Caucasus Mixed Forests,0
Zambezian And Mopane Woodlands,Crimean Submediterranean Forest Complex,0
Zambezian And Mopane Woodlands,Peninsular Malaysian Rain Forests,0
Zambezian And Mopane Woodlands,Oaxacan Montane Forests,0
Zambezian And Mopane Woodlands,Negro-Branco Moist Forests,0
Zambezian And Mopane Woodlands,Iberian Conifer Forests,0
Zambezian And Mopane Woodlands,Chiquitano Dry Forests,0
Zambezian And Mopane Woodlands,Kimberly Tropical Savanna,0
Zambezian And Mopane Woodlands,Northern Andean Páramo,0
Zambezian And Mopane Woodlands,East Cascades - Modoc Plateau,0
Zambezian And Mopane Woodlands,Atlantic Dry Forests,0
Zambezian And Mopane Woodlands,Lowland Fynbos And Renosterveld,0
Zambezian And Mopane Woodlands,Euxine-Colchic Broadleaf Forests,0
Zambezian And Mopane Woodlands,Northeastern Spain And Southern France Mediterranean Forests,0
Zambezian And Mopane Woodlands,Carpathian Montane Forests,0.023809523809523808
Zambezian And Mopane Woodlands,Saharan Halophytics,0
Zambezian And Mopane Woodlands,Northern New Guinea Lowland Rain And Freshwater Swamp Forests,0.02857142857142857
Zambezian And Mopane Woodlands,Central Range Montane Rain Forests,0
Zambezian And Mopane Woodlands,Islas Revillagigedo Dry Forests,0
Zambezian And Mopane Woodlands,Uatuma-Trombetas Moist Forests,0.02127659574468085
Zambezian And Mopane Woodlands,Southern Atlantic Mangroves,0
Zambezian And Mopane Woodlands,Espinal,0
Zambezian And Mopane Woodlands,Louisiade Archipelago Rain Forests,0
Zambezian And Mopane Woodlands,Eastern Australian Temperate Forests,0
Zambezian And Mopane Woodlands,Galápagos Islands Scrubland Mosaic,0
Zambezian And Mopane Woodlands,Southern Andean Steppe,0
Zambezian And Mopane Woodlands,Cape Verde Islands Dry Forests,0.03125
Zambezian And Mopane Woodlands,Nansei Islands Subtropical Evergreen Forests,0
Zambezian And Mopane Woodlands,Taiheiyo Evergreen Forests,0
Zambezian And Mopane Woodlands,Taiheiyo Montane Deciduous Forests,0
Zambezian And Mopane Woodlands,Po Basin Mixed Forests,0.023255813953488372
Zambezian And Mopane Woodlands,Llanos,0
Zambezian And Mopane Woodlands,Purus Varzeá,0
Zambezian And Mopane Woodlands,Mato Grosso Seasonal Forests,0
Zambezian And Mopane Woodlands,Atacama Desert,0.019230769230769232
Zambezian And Mopane Woodlands,Western Ecuador Moist Forests,0
Zambezian And Mopane Woodlands,Magellanic Subpolar Forests,0
Zambezian And Mopane Woodlands,Canary Islands Dry Woodlands And Forests,0
Zambezian And Mopane Woodlands,Sakhalin Island Taiga,0
Zambezian And Mopane Woodlands,Huon Peninsula Montane Rain Forests,0
Zambezian And Mopane Woodlands,Napo Moist Forests,0
Zambezian And Mopane Woodlands,Comoros Forests,0
Zambezian And Mopane Woodlands,California Central Coast,0
Zambezian And Mopane Woodlands,Marquesas Tropical Moist Forests,0.03571428571428571
Zambezian And Mopane Woodlands,Northland Temperate Kauri Forests,0.046511627906976744
Zambezian And Mopane Woodlands,Central Shortgrass Prairie,0.03333333333333333
Zambezian And Mopane Woodlands,Humid Pampas,0.03333333333333333
Zambezian And Mopane Woodlands,Ozarks,0.03125
Zambezian And Mopane Woodlands,Northwestern Thorn Scrub Forests,0.03571428571428571
Zambezian And Mopane Woodlands,Florida Peninsula,0.034482758620689655
Zambezian And Mopane Woodlands,Nihonkai Evergreen Forests,0.03571428571428571
Zambezian And Mopane Woodlands,North Saharan Steppe And Woodlands,0.025
Zambezian And Mopane Woodlands,Cantebury-Otago Tussock Grasslands,0.034482758620689655
Zambezian And Mopane Woodlands,Richmond Temperate Forests,0.03225806451612903
Zambezian And Mopane Woodlands,North Island Temperate Forests,0.03125
Zambezian And Mopane Woodlands,Anatolian Conifer And Deciduous Mixed Forests,0
Zambezian And Mopane Woodlands,Eastern Anatolian Montane Steppe,0
Zambezian And Mopane Woodlands,Mediterranean Dry Woodlands And Steppe,0
Zambezian And Mopane Woodlands,Central Anatolian Steppe,0
Zambezian And Mopane Woodlands,Miskito Pine Forests,0
Zambezian And Mopane Woodlands,Mindoro Rain Forests,0
Zambezian And Mopane Woodlands,Madeira Evergreen Forests,0.02702702702702703
Zambezian And Mopane Woodlands,Albertine Rift Montane Forests,0
Zambezian And Mopane Woodlands,East European Forest Steppe,0
Zambezian And Mopane Woodlands,Rakiura Island Temperate Forests,0
Zambezian And Mopane Woodlands,South Island Temperate Forests,0
Zambezian And Mopane Woodlands,Antipodes Subantarctic Islands Tundra,0
Zambezian And Mopane Woodlands,Central Range Sub-Alpine Grasslands,0
Zambezian And Mopane Woodlands,Dry Chaco,0
Zambezian And Mopane Woodlands,Marajó Varzeá,0
Zambezian And Mopane Woodlands,Sahara Desert,0
Zambezian And Mopane Woodlands,Central Deccan Plateau Dry Deciduous Forests,0
Zambezian And Mopane Woodlands,Ecuadorian Dry Forests,0
Zambezian And Mopane Woodlands,Nile Delta Flooded Savanna,0
Zambezian And Mopane Woodlands,Columbia Plateau,0
Zambezian And Mopane Woodlands,Bolivian Yungas,0
Zambezian And Mopane Woodlands,Lake Chad Flooded Savanna,0
Zambezian And Mopane Woodlands,Southern Anatolian Montane Conifer And Deciduous Forests,0
Zambezian And Mopane Woodlands,Northern Anatolian Conifer And Deciduous Forests,0
Zambezian And Mopane Woodlands,East Siberian Taiga,0
Zambezian And Mopane Woodlands,Central Andean Puna,0
